Year,Date,Code,Municipality,Total Area
2002,23/08/2002,5001,Medellín,20.00
2002,25/01/2002,5001,Medellín,7.00
2002,28/01/2002,5001,Medellín,4.00
2002,16/08/2002,5001,Medellín,50.00
2002,18/08/2002,5001,Medellín,8.00
2002,17/08/2002,5001,Medellín,3.20
2002,22/08/2002,5001,Medellín,3.20
2002,09/01/2002,5001,Medellín,3.00
2002,21/08/2002,5001,Medellín,3.00
2002,21/08/2002,5001,Medellín,2.50
2002,21/01/2002,5001,Medellín,2.00
2002,24/08/2002,5001,Medellín,2.00
2002,07/01/2002,5001,Medellín,1.50
2002,13/08/2002,5001,Medellín,1.00
2002,19/08/2002,5001,Medellín,1.00
2002,20/08/2002,5001,Medellín,1.00
2002,25/08/2002,5001,Medellín,1.00
2002,04/08/2002,5001,Medellín,0.64
2002,21/08/2002,5001,Medellín,0.64
2002,02/01/2002,5088,Bello,0.00
2002,03/01/2002,5088,Bello,0.00
2002,16/01/2002,5088,Bello,0.00
2002,17/01/2002,5088,Bello,0.00
2002,18/01/2002,5088,Bello,0.00
2002,19/01/2002,5088,Bello,0.00
2002,19/01/2002,5088,Bello,0.00
2002,20/01/2002,5088,Bello,0.00
2002,23/01/2002,5088,Bello,0.00
2002,24/01/2002,5088,Bello,0.00
2002,25/01/2002,5088,Bello,0.00
2002,01/02/2002,5088,Bello,0.00
2002,02/02/2002,5088,Bello,0.00
2002,15/02/2002,5088,Bello,0.00
2002,18/02/2002,5088,Bello,0.00
2002,19/02/2002,5088,Bello,0.00
2002,19/02/2002,5088,Bello,0.00
2002,19/02/2002,5088,Bello,0.00
2002,21/02/2002,5088,Bello,0.00
2002,25/02/2002,5088,Bello,0.00
2002,26/02/2002,5088,Bello,0.00
2002,27/02/2002,5088,Bello,0.00
2002,27/02/2002,5088,Bello,0.00
2002,28/02/2002,5088,Bello,0.00
2002,01/03/2002,5088,Bello,0.00
2002,01/03/2002,5088,Bello,0.00
2002,03/03/2002,5088,Bello,0.00
2002,04/03/2002,5088,Bello,0.00
2002,05/03/2002,5088,Bello,0.00
2002,07/03/2002,5088,Bello,0.00
2002,10/03/2002,5088,Bello,0.00
2002,11/03/2002,5088,Bello,0.00
2002,13/03/2002,5088,Bello,0.00
2002,15/05/2002,5088,Bello,0.00
2002,20/06/2002,5088,Bello,0.00
2002,22/06/2002,5088,Bello,0.00
2002,25/06/2002,5088,Bello,0.00
2002,30/06/2002,5088,Bello,0.00
2002,12/07/2002,5088,Bello,0.00
2002,14/07/2002,5088,Bello,0.00
2002,14/07/2002,5088,Bello,0.00
2002,29/07/2002,5088,Bello,0.00
2002,30/07/2002,5088,Bello,0.00
2002,06/08/2002,5088,Bello,0.00
2002,06/08/2002,5088,Bello,0.00
2002,16/08/2002,5088,Bello,0.00
2002,16/08/2002,5088,Bello,0.00
2002,17/08/2002,5088,Bello,0.00
2002,18/08/2002,5088,Bello,0.00
2002,18/08/2002,5088,Bello,0.00
2002,19/08/2002,5088,Bello,0.00
2002,19/08/2002,5088,Bello,0.00
2002,21/08/2002,5088,Bello,0.00
2002,22/08/2002,5088,Bello,0.00
2002,23/08/2002,5088,Bello,0.00
2002,29/08/2002,5088,Bello,0.00
2002,10/09/2002,5088,Bello,0.00
2002,13/09/2002,5088,Bello,0.00
2002,01/10/2002,5088,Bello,0.00
2002,12/10/2002,5088,Bello,0.00
2002,13/10/2002,5088,Bello,0.00
2002,14/10/2002,5088,Bello,0.00
2002,14/10/2002,5088,Bello,0.00
2002,14/10/2002,5088,Bello,0.00
2002,19/11/2002,5088,Bello,0.00
2002,20/11/2002,5088,Bello,0.00
2002,21/11/2002,5088,Bello,0.00
2002,26/11/2002,5088,Bello,0.00
2002,16/01/2002,5001,Medellín,0.00
2002,14/05/2002,5001,Medellín,0.00
2002,05/08/2002,5001,Medellín,0.00
2002,04/10/2002,5001,Medellín,0.00
2002,02/05/2002,5400,La Unión,5.00
2002,30/07/2002,5541,Peñol,3.00
2002,30/07/2002,5541,Peñol,3.00
2002,30/07/2002,5541,Peñol,2.00
2002,30/07/2002,5541,Peñol,2.00
2002,06/08/2002,5541,Peñol,2.00
2002,21/01/2002,5615,Rionegro,1.50
2002,15/06/2002,5321,Guatapé,1.00
2002,25/06/2002,5440,Marinilla,1.00
2002,26/06/2002,5607,Retiro,1.00
2002,05/01/2002,5615,Rionegro,1.00
2002,,5541,Peñol,0.50
2002,04/01/2002,5615,Rionegro,0.50
2002,05/01/2002,5615,Rionegro,0.50
2002,17/01/2002,5615,Rionegro,0.50
2002,22/01/2002,5615,Rionegro,0.50
2002,23/01/2002,5615,Rionegro,0.50
2002,25/01/2002,5615,Rionegro,0.50
2002,05/01/2002,5615,Rionegro,0.25
2002,06/01/2002,5615,Rionegro,0.25
2002,06/01/2002,5615,Rionegro,0.25
2002,06/01/2002,5615,Rionegro,0.25
2002,17/01/2002,5615,Rionegro,0.25
2002,21/01/2002,5615,Rionegro,0.25
2002,28/01/2002,5615,Rionegro,0.25
2002,28/01/2002,5615,Rionegro,0.25
2002,29/01/2002,5615,Rionegro,0.25
2002,02/08/2002,5021,Alejandría,0.04
2002,07/03/2002,5607,Retiro,8.00
2002,02/06/2002,5607,Retiro,4.00
2002,15/05/2002,5321,Guatapé,2.50
2002,15/06/2002,5321,Guatapé,2.50
2002,26/06/2002,5607,Retiro,2.00
2002,21/01/2002,5615,Rionegro,2.00
2002,06/01/2002,5615,Rionegro,1.28
2002,25/06/2002,5541,Peñol,1.00
2002,17/01/2002,5615,Rionegro,1.00
2002,01/02/2002,5615,Rionegro,1.00
2002,04/03/2002,5615,Rionegro,1.00
2002,04/03/2002,5615,Rionegro,1.00
2002,11/03/2002,5615,Rionegro,1.00
2002,13/03/2002,5667,San Rafael,1.00
2002,,5690,Santo Domingo,0.70
2002,04/01/2002,5615,Rionegro,0.64
2002,05/01/2002,5615,Rionegro,0.64
2002,22/01/2002,5615,Rionegro,0.64
2002,22/01/2002,5615,Rionegro,0.64
2002,25/01/2002,5615,Rionegro,0.64
2002,02/02/2002,5615,Rionegro,0.64
2002,14/02/2002,5615,Rionegro,0.64
2002,26/06/2002,5541,Peñol,0.50
2002,23/01/2002,5615,Rionegro,0.50
2002,01/02/2002,5615,Rionegro,0.50
2002,05/06/2002,5667,San Rafael,0.50
2002,09/06/2002,5667,San Rafael,0.50
2002,13/07/2002,5541,Peñol,0.25
2002,13/07/2002,5541,Peñol,0.25
2002,05/01/2002,5615,Rionegro,0.25
2002,06/01/2002,5615,Rionegro,0.25
2002,21/01/2002,5615,Rionegro,0.25
2002,28/01/2002,5615,Rionegro,0.25
2002,28/01/2002,5615,Rionegro,0.25
2002,29/01/2002,5615,Rionegro,0.25
2002,01/02/2002,5615,Rionegro,0.25
2002,17/02/2002,5615,Rionegro,0.25
2002,01/03/2002,5615,Rionegro,0.25
2002,02/03/2002,5615,Rionegro,0.25
2002,08/03/2002,5615,Rionegro,0.25
2002,10/03/2002,5615,Rionegro,0.25
2002,11/03/2002,5615,Rionegro,0.25
2002,28/03/2002,5615,Rionegro,0.25
2002,05/08/2002,5021,Alejandría,0.10
2002,02/05/2002,5021,Alejandría,0.01
2002,07/03/2002,5615,Rionegro,0.00
2002,17/01/2002,5615,Rionegro,0.00
2002,06/02/2002,5615,Rionegro,0.00
2002,17/01/2002,11001,"Bogotá, D.C.",35.00
2002,26/01/2002,11001,"Bogotá, D.C.",16.00
2002,23/09/2002,11001,"Bogotá, D.C.",10.00
2002,10/03/2002,11001,"Bogotá, D.C.",15.00
2002,16/02/2002,11001,"Bogotá, D.C.",8.00
2002,09/03/2002,11001,"Bogotá, D.C.",6.00
2002,17/01/2002,11001,"Bogotá, D.C.",5.00
2002,17/01/2002,11001,"Bogotá, D.C.",5.00
2002,18/01/2002,11001,"Bogotá, D.C.",5.00
2002,19/01/2002,11001,"Bogotá, D.C.",5.00
2002,31/01/2002,11001,"Bogotá, D.C.",5.00
2002,24/02/2002,11001,"Bogotá, D.C.",5.00
2002,24/02/2002,11001,"Bogotá, D.C.",5.00
2002,15/02/2002,11001,"Bogotá, D.C.",4.00
2002,10/03/2002,11001,"Bogotá, D.C.",4.00
2002,10/03/2002,11001,"Bogotá, D.C.",4.00
2002,06/01/2002,11001,"Bogotá, D.C.",3.17
2002,22/01/2002,11001,"Bogotá, D.C.",3.00
2002,14/02/2002,11001,"Bogotá, D.C.",3.00
2002,24/02/2002,11001,"Bogotá, D.C.",3.00
2002,24/02/2002,11001,"Bogotá, D.C.",3.00
2002,04/03/2002,11001,"Bogotá, D.C.",3.00
2002,17/03/2002,11001,"Bogotá, D.C.",3.00
2002,06/01/2002,11001,"Bogotá, D.C.",2.56
2002,06/11/2002,11001,"Bogotá, D.C.",2.50
2002,20/01/2002,11001,"Bogotá, D.C.",2.46
2002,20/01/2002,11001,"Bogotá, D.C.",2.46
2002,03/01/2002,11001,"Bogotá, D.C.",2.00
2002,20/01/2002,11001,"Bogotá, D.C.",2.00
2002,12/02/2002,11001,"Bogotá, D.C.",2.00
2002,07/03/2002,11001,"Bogotá, D.C.",2.00
2002,09/03/2002,11001,"Bogotá, D.C.",2.00
2002,25/05/2002,11001,"Bogotá, D.C.",2.00
2002,15/01/2002,11001,"Bogotá, D.C.",1.00
2002,20/01/2002,11001,"Bogotá, D.C.",1.00
2002,23/01/2002,11001,"Bogotá, D.C.",1.00
2002,20/02/2002,11001,"Bogotá, D.C.",1.00
2002,21/02/2002,11001,"Bogotá, D.C.",1.00
2002,25/02/2002,11001,"Bogotá, D.C.",1.00
2002,26/02/2002,11001,"Bogotá, D.C.",1.00
2002,27/02/2002,11001,"Bogotá, D.C.",1.00
2002,27/02/2002,11001,"Bogotá, D.C.",1.00
2002,10/03/2002,11001,"Bogotá, D.C.",1.00
2002,11/03/2002,11001,"Bogotá, D.C.",1.00
2002,13/03/2002,11001,"Bogotá, D.C.",1.00
2002,17/03/2002,11001,"Bogotá, D.C.",1.00
2002,18/03/2002,11001,"Bogotá, D.C.",1.00
2002,12/06/2002,11001,"Bogotá, D.C.",1.00
2002,09/09/2002,11001,"Bogotá, D.C.",1.00
2002,22/09/2002,11001,"Bogotá, D.C.",1.00
2002,04/10/2002,11001,"Bogotá, D.C.",1.00
2002,02/12/2002,11001,"Bogotá, D.C.",1.00
2002,18/01/2002,11001,"Bogotá, D.C.",0.86
2002,18/01/2002,11001,"Bogotá, D.C.",0.86
2002,07/02/2002,11001,"Bogotá, D.C.",0.50
2002,14/02/2002,11001,"Bogotá, D.C.",0.50
2002,03/03/2002,11001,"Bogotá, D.C.",0.50
2002,09/03/2002,11001,"Bogotá, D.C.",0.50
2002,28/02/2002,15425,Macanal,18.00
2002,15/02/2002,15367,Jenesano,15.00
2002,09/03/2002,15135,Campohermoso,13.00
2002,15/02/2002,15798,Tenza,12.00
2002,07/03/2002,15236,Chivor,7.00
2002,15/02/2002,15690,Santa María,7.00
2002,05/03/2002,15761,Somondoco,6.50
2002,02/03/2002,15798,Tenza,6.00
2002,09/03/2002,15425,Macanal,5.50
2002,24/02/2002,15380,La Capilla,2.00
2002,08/02/2002,15778,Sutatenza,2.00
2002,22/02/2002,15380,La Capilla,1.00
2002,25/02/2002,15761,Somondoco,1.00
2002,01/03/2002,15299,Garagoa,5.00
2002,20/02/2002,15299,Garagoa,0.00
2002,24/09/2002,15322,Guateque,5.00
2002,27/01/2002,15693,Santa Rosa de Viterbo,58.00
2002,04/01/2002,15466,Monguí,35.00
2002,06/01/2002,15464,Mongua,5.00
2002,12/01/2002,15759,Sogamoso,5.00
2002,04/01/2002,15087,Belén,2.00
2002,18/01/2002,15759,Sogamoso,1.00
2002,22/09/2002,15778,Sutatenza,0.00
2002,01/09/2002,15051,Arcabuco,2.00
2002,14/01/2002,18001,Florencia,30.00
2002,13/01/2002,18001,Florencia,6.00
2002,10/01/2002,18001,Florencia,3.00
2002,14/01/2002,18001,Florencia,1.00
2002,14/01/2002,18001,Florencia,1.00
2002,03/01/2002,18001,Florencia,0.50
2002,05/01/2002,18001,Florencia,0.50
2002,13/01/2002,18001,Florencia,0.50
2002,27/11/2002,85162,Monterrey,0.00
2002,01/06/2002,19142,Caloto,70.60
2002,,19450,Mercaderes,40.00
2002,,19364,Jambaló,14.50
2002,,19780,Suárez,12.00
2002,,19743,Silvia,10.53
2002,,19256,El Tambo,10.00
2002,,19824,Totoró,8.25
2002,,19548,Piendamó,6.00
2002,01/03/2002,19455,Miranda,163.44
2002,01/07/2002,19455,Miranda,138.43
2002,01/08/2002,19573,Puerto Tejada,107.77
2002,01/02/2002,19517,Páez,85.20
2002,01/08/2002,19845,Villa Rica,54.50
2002,01/06/2002,19455,Miranda,49.96
2002,01/08/2002,19532,Patía,43.00
2002,01/02/2002,19455,Miranda,32.02
2002,01/02/2002,19517,Páez,30.00
2002,01/03/2002,19212,Corinto,26.82
2002,01/08/2002,19573,Puerto Tejada,26.29
2002,01/04/2002,19455,Miranda,20.99
2002,01/02/2002,19517,Páez,20.35
2002,01/08/2002,19075,Balboa,18.14
2002,01/08/2002,19290,Florencia,15.00
2002,,19785,Sucre,13.50
2002,01/01/2002,19455,Miranda,13.25
2002,01/06/2002,19212,Corinto,12.97
2002,01/08/2002,19548,Piendamó,10.00
2002,01/08/2002,19573,Puerto Tejada,10.00
2002,,19100,Bolívar,8.00
2002,01/08/2002,19532,Patía,8.00
2002,01/02/2002,19517,Páez,6.50
2002,01/08/2002,19785,Sucre,5.00
2002,01/08/2002,19548,Piendamó,4.25
2002,01/08/2002,19532,Patía,4.00
2002,01/08/2002,19001,Popayán,3.40
2002,01/08/2002,19743,Silvia,2.64
2002,01/06/2002,19548,Piendamó,2.50
2002,,19548,Piendamó,2.50
2002,,19743,Silvia,2.39
2002,01/08/2002,19548,Piendamó,2.00
2002,01/08/2002,19001,Popayán,2.00
2002,01/08/2002,19743,Silvia,2.00
2002,01/05/2002,19548,Piendamó,1.64
2002,01/08/2002,19256,El Tambo,1.50
2002,01/05/2002,19548,Piendamó,1.00
2002,01/08/2002,19548,Piendamó,1.00
2002,01/08/2002,19548,Piendamó,1.00
2002,01/06/2002,19548,Piendamó,0.50
2002,01/08/2002,19548,Piendamó,0.50
2002,05/03/2002,20001,Valledupar,100.00
2002,05/03/2002,20001,Valledupar,20.00
2002,06/03/2002,20001,Valledupar,20.00
2002,15/03/2002,20001,Valledupar,15.00
2002,14/03/2002,20001,Valledupar,10.00
2002,10/04/2002,20001,Valledupar,8.00
2002,16/03/2002,20001,Valledupar,7.00
2002,06/04/2002,20001,Valledupar,6.00
2002,15/03/2002,20001,Valledupar,5.00
2002,13/03/2002,20001,Valledupar,3.00
2002,03/12/2002,20001,Valledupar,3.00
2002,12/03/2002,20001,Valledupar,2.00
2002,12/03/2002,20001,Valledupar,2.00
2002,12/03/2002,20001,Valledupar,2.00
2002,21/03/2002,20001,Valledupar,2.00
2002,25/03/2002,20001,Valledupar,2.00
2002,03/04/2002,20001,Valledupar,2.00
2002,13/04/2002,20001,Valledupar,2.00
2002,16/04/2002,20001,Valledupar,2.00
2002,27/06/2002,20001,Valledupar,2.00
2002,07/12/2002,20001,Valledupar,2.00
2002,15/12/2002,20001,Valledupar,2.00
2002,09/04/2002,20001,Valledupar,1.50
2002,16/03/2002,20001,Valledupar,1.00
2002,17/03/2002,20001,Valledupar,1.00
2002,24/03/2002,20001,Valledupar,1.00
2002,25/03/2002,20001,Valledupar,1.00
2002,25/03/2002,20001,Valledupar,1.00
2002,27/03/2002,20001,Valledupar,1.00
2002,30/03/2002,20001,Valledupar,1.00
2002,17/04/2002,20001,Valledupar,1.00
2002,28/06/2002,20001,Valledupar,1.00
2002,02/07/2002,20001,Valledupar,1.00
2002,04/12/2002,20001,Valledupar,1.00
2002,26/03/2002,20001,Valledupar,0.50
2002,03/04/2002,20001,Valledupar,0.50
2002,02/03/2002,25745,Simijaca,60.00
2002,07/03/2002,25377,La Calera,55.00
2002,27/01/2002,25899,Zipaquirá,30.00
2002,29/01/2002,25899,Zipaquirá,30.00
2002,03/01/2002,25781,Sutatausa,25.00
2002,05/03/2002,25758,Sopó,24.00
2002,28/01/2002,25175,Chía,20.00
2002,29/01/2002,25175,Chía,20.00
2002,01/02/2002,25260,El Rosal,15.00
2002,07/03/2002,25745,Simijaca,15.00
2002,27/02/2002,25224,Cucunubá,12.00
2002,04/03/2002,25307,Girardot,10.00
2002,02/03/2002,25781,Sutatausa,10.00
2002,31/01/2002,25126,Cajicá,9.00
2002,31/01/2002,25126,Cajicá,9.00
2002,04/01/2002,25126,Cajicá,8.00
2002,28/02/2002,25288,Fúquene,5.00
2002,04/01/2002,25326,Guatavita,5.00
2002,01/02/2002,25377,La Calera,5.00
2002,22/02/2002,25407,Lenguazaque,5.00
2002,11/03/2002,25743,Silvania,4.50
2002,01/02/2002,25377,La Calera,4.00
2002,11/03/2002,25793,Tausa,4.00
2002,25/02/2002,25307,Girardot,3.00
2002,03/01/2002,25769,Subachoque,3.00
2002,30/01/2002,25785,Tabio,3.00
2002,20/01/2002,25290,Fusagasugá,2.50
2002,31/01/2002,25386,La Mesa,2.50
2002,19/02/2002,25793,Tausa,2.50
2002,18/03/2002,25245,El Colegio,2.00
2002,22/02/2002,25793,Tausa,2.00
2002,01/02/2002,25290,Fusagasugá,1.50
2002,15/02/2002,25290,Fusagasugá,1.50
2002,13/03/2002,25200,Cogua,1.00
2002,18/02/2002,25290,Fusagasugá,1.00
2002,09/03/2002,25290,Fusagasugá,1.00
2002,29/01/2002,25740,Sibaté,1.00
2002,19/02/2002,25214,Cota,20.00
2002,19/09/2002,25288,Fúquene,10.00
2002,18/09/2002,25290,Fusagasugá,10.00
2002,16/01/2002,25592,Quebradanegra,10.00
2002,07/01/2002,25785,Tabio,10.00
2002,29/01/2002,25286,Funza,9.00
2002,01/02/2002,25260,El Rosal,8.00
2002,28/01/2002,25407,Lenguazaque,5.00
2002,31/01/2002,25473,Mosquera,5.00
2002,13/09/2002,25781,Sutatausa,5.00
2002,24/09/2002,25645,San Antonio del Tequendama,4.00
2002,14/03/2002,25126,Cajicá,3.00
2002,30/01/2002,25269,Facatativá,3.00
2002,08/01/2002,25754,Soacha,3.00
2002,06/02/2002,25793,Tausa,3.00
2002,21/01/2002,25817,Tocancipá,3.00
2002,28/01/2002,25899,Zipaquirá,3.00
2002,29/01/2002,25099,Bojacá,2.00
2002,19/09/2002,25175,Chía,2.00
2002,29/01/2002,25269,Facatativá,2.00
2002,27/01/2002,25377,La Calera,2.00
2002,10/09/2002,25781,Sutatausa,2.00
2002,14/03/2002,25407,Lenguazaque,1.00
2002,08/01/2002,25743,Silvania,1.00
2002,,25181,Choachí,1000.00
2002,,25181,Choachí,80.00
2002,,25214,Cota,61.00
2002,15/10/2002,25799,Tenjo,60.00
2002,,25793,Tausa,45.00
2002,,25224,Cucunubá,35.00
2002,,25181,Choachí,30.00
2002,,25841,Ubaque,30.00
2002,,25430,Madrid,30.00
2002,,25297,Gachetá,20.00
2002,,25151,Cáqueza,15.00
2002,,25839,Ubalá,15.00
2002,,25772,Suesca,12.00
2002,,25372,Junín,10.00
2002,,25126,Cajicá,10.00
2002,,25758,Sopó,10.00
2002,,25899,Zipaquirá,10.00
2002,22/09/2002,25322,Guasca,8.00
2002,,25293,Gachalá,6.00
2002,,25322,Guasca,6.00
2002,,25754,Soacha,5.00
2002,,25151,Cáqueza,3.00
2002,,25377,La Calera,3.00
2002,,25175,Chía,2.00
2002,,25754,Soacha,2.00
2002,,25799,Tenjo,2.00
2002,,25099,Bojacá,1.00
2002,,25269,Facatativá,1.00
2002,,25286,Funza,1.00
2002,,25377,La Calera,1.00
2002,,25377,La Calera,1.00
2002,,25377,La Calera,1.00
2002,,25377,La Calera,1.00
2002,,25377,La Calera,750.00
2002,,25781,Sutatausa,120.00
2002,,25793,Tausa,100.00
2002,,25781,Sutatausa,80.00
2002,,25214,Cota,40.00
2002,,25745,Simijaca,25.00
2002,,25178,Chipaque,24.00
2002,,25899,Zipaquirá,14.00
2002,,25175,Chía,13.00
2002,,25899,Zipaquirá,10.00
2002,,25785,Tabio,7.00
2002,,25754,Soacha,5.00
2002,22/09/2002,25269,Facatativá,4.00
2002,,25758,Sopó,4.00
2002,,25175,Chía,1.00
2002,,25473,Mosquera,1.00
2002,,25745,Simijaca,1.00
2002,,25001,Agua de Dios,0.50
2002,13/12/2002,25297,Gachetá,0.00
2002,22/09/2002,25645,San Antonio del Tequendama,0.00
2002,22/09/2002,25658,San Francisco,0.00
2002,22/09/2002,25785,Tabio,0.00
2002,22/09/2002,25807,Tibirita,0.00
2002,03/03/2002,25279,Fómeque,1200.00
2002,02/03/2002,25181,Choachí,1150.00
2002,02/03/2002,25181,Choachí,500.00
2002,10/03/2002,25181,Choachí,500.00
2002,13/02/2002,25181,Choachí,100.00
2002,28/02/2002,25181,Choachí,100.00
2002,19/02/2002,25181,Choachí,90.00
2002,10/01/2002,25181,Choachí,10.00
2002,03/01/2002,25181,Choachí,7.00
2002,10/12/2002,94001,Inírida,2.00
2002,29/12/2002,94001,Inírida,2.00
2002,12/12/2002,94001,Inírida,1.50
2002,,41016,Aipe,1447.20
2002,,41791,Tarqui,20.00
2002,,41396,La Plata,14.10
2002,,41013,Agrado,9.00
2002,,41668,San Agustín,1.00
2002,21/02/2002,50350,La Macarena,1800.00
2002,21/02/2002,50350,La Macarena,200.00
2002,22/02/2002,52435,Mallama,15.00
2002,12/02/2002,52418,Los Andes,11.00
2002,22/02/2002,52435,Mallama,10.00
2002,22/01/2002,52838,Túquerres,10.00
2002,21/01/2002,52435,Mallama,8.00
2002,26/02/2002,52001,Pasto,4.00
2002,17/10/2002,52001,Pasto,4.00
2002,10/09/2002,52435,Mallama,3.00
2002,17/01/2002,52240,Chachaguí,1.00
2002,22/02/2002,52240,Chachaguí,1.00
2002,11/09/2002,52381,La Florida,1.00
2002,05/04/2002,52001,Pasto,1.00
2002,17/04/2002,52001,Pasto,1.00
2002,21/08/2002,54003,Ábrego,500.00
2002,21/09/2002,54874,Villa del Rosario,30.00
2002,27/09/2002,54099,Bochalema,200.00
2002,27/09/2002,54099,Bochalema,200.00
2002,27/09/2002,54099,Bochalema,150.00
2002,26/09/2002,54660,Salazar,150.00
2002,26/09/2002,54660,Salazar,120.00
2002,26/09/2002,54660,Salazar,100.00
2002,26/09/2002,54660,Salazar,100.00
2002,26/09/2002,54660,Salazar,40.00
2002,26/09/2002,54660,Salazar,40.00
2002,27/09/2002,54099,Bochalema,20.00
2002,10/09/2002,54172,Chinácota,10.00
2002,29/11/2002,54518,Pamplona,10.00
2002,10/09/2002,54172,Chinácota,5.00
2002,10/09/2002,54172,Chinácota,5.00
2002,21/09/2002,54874,Villa del Rosario,5.00
2002,27/09/2002,54099,Bochalema,2.00
2002,21/09/2002,54874,Villa del Rosario,2.00
2002,01/09/2002,54660,Salazar,50.00
2002,10/09/2002,54099,Bochalema,170.00
2002,12/12/2002,54874,Villa del Rosario,0.00
2002,20/02/2002,68464,Mogotes,9.00
2002,20/02/2002,68229,Curití,8.00
2002,09/03/2002,68318,Guaca,8.00
2002,05/03/2002,68318,Guaca,4.00
2002,12/02/2002,68307,Girón,150.00
2002,,68255,El Playón,0.00
2002,04/09/2002,68264,Encino,3.00
2002,12/09/2002,68264,Encino,30.00
2002,28/01/2002,70001,Sincelejo,11.00
2002,28/01/2002,70001,Sincelejo,10.00
2002,23/01/2002,70001,Sincelejo,8.00
2002,14/01/2002,70001,Sincelejo,4.50
2002,08/01/2002,70001,Sincelejo,4.00
2002,23/01/2002,70001,Sincelejo,4.00
2002,17/01/2002,70001,Sincelejo,2.00
2002,27/01/2002,70001,Sincelejo,2.00
2002,18/01/2002,70001,Sincelejo,1.00
2002,02/02/2002,70678,San Benito Abad,21.00
2002,17/08/2002,73001,Ibagué,50.00
2002,17/08/2002,73001,Ibagué,50.00
2002,14/02/2002,73001,Ibagué,20.00
2002,16/08/2002,73001,Ibagué,20.00
2002,14/08/2002,73001,Ibagué,7.50
2002,05/08/2002,73001,Ibagué,0.50
2002,03/08/2002,73001,Ibagué,0.02
2002,05/08/2002,73001,Ibagué,0.02
2002,16/08/2002,73001,Ibagué,0.01
2002,19/08/2002,73001,Ibagué,0.01
2002,15/08/2002,73055,Armero,60.00
2002,15/08/2002,73055,Armero,40.00
2002,18/08/2002,73026,Alvarado,16.00
2002,10/08/2002,73026,Alvarado,4.00
2002,10/08/2002,73283,Fresno,3.00
2002,10/02/2002,73200,Coello,2.00
2002,10/08/2002,73861,Venadillo,1.00
2002,07/02/2002,73001,Ibagué,0.50
2002,25/02/2002,73001,Ibagué,0.50
2002,06/08/2002,73001,Ibagué,0.50
2002,10/08/2002,73861,Venadillo,0.50
2002,15/08/2002,73055,Armero,0.20
2002,02/08/2002,73001,Ibagué,0.20
2002,19/08/2002,73001,Ibagué,0.20
2002,04/07/2002,73001,Ibagué,0.06
2002,12/08/2002,73001,Ibagué,0.04
2002,14/08/2002,73001,Ibagué,0.04
2002,04/07/2002,73001,Ibagué,0.03
2002,04/07/2002,73001,Ibagué,0.02
2002,12/08/2002,73001,Ibagué,0.02
2002,18/08/2002,73001,Ibagué,0.02
2002,12/02/2002,73001,Ibagué,0.00
2002,22/02/2002,73001,Ibagué,0.00
2002,25/02/2002,73001,Ibagué,0.00
2002,02/07/2002,73001,Ibagué,0.00
2002,03/08/2002,73001,Ibagué,0.00
2002,07/08/2002,73001,Ibagué,0.00
2002,09/08/2002,73001,Ibagué,0.00
2002,10/08/2002,73001,Ibagué,0.00
2002,11/08/2002,73001,Ibagué,0.00
2002,13/08/2002,73001,Ibagué,0.00
2002,16/08/2002,73001,Ibagué,0.00
2002,15/08/2002,73411,Líbano,30.00
2002,28/07/2002,73055,Armero,250.00
2002,,76001,Cali,337.00
2002,,76001,Cali,144.00
2002,,76001,Cali,25.00
2002,,76001,Cali,11.00
2002,,76001,Cali,7.00
2002,,76616,Riofrío,13.00
2002,,76001,Cali,1.00
2002,,76364,Jamundí,591.00
2002,,76834,Tuluá,118.00
2002,,76364,Jamundí,114.00
2002,,76890,Yotoco,91.00
2002,,76111,Guadalajara de Buga ,84.00
2002,,76520,Palmira,84.00
2002,,76520,Palmira,49.00
2002,,76233,Dagua,39.00
2002,,76890,Yotoco,38.00
2002,,76233,Dagua,34.00
2002,,76248,El Cerrito,31.00
2002,,76869,Vijes,30.00
2002,,76670,San Pedro,24.00
2002,,76364,Jamundí,23.00
2002,,76306,Ginebra,17.00
2002,,76520,Palmira,16.00
2002,,76113,Bugalagrande,15.00
2002,,76248,El Cerrito,14.00
2002,,76364,Jamundí,11.00
2002,,76036,Andalucía,10.00
2002,,76248,El Cerrito,9.00
2002,,76248,El Cerrito,7.00
2002,,76520,Palmira,5.00
2002,,76520,Palmira,5.00
2002,,76520,Palmira,5.00
2002,,76520,Palmira,4.50
2002,,76520,Palmira,4.50
2002,,76318,Guacarí,3.00
2002,,76318,Guacarí,3.00
2002,,76616,Riofrío,3.00
2002,,76869,Vijes,3.00
2002,,76306,Ginebra,2.00
2002,,76890,Yotoco,2.00
2002,08/03/2002,99001,Puerto Carreño,20000.00
2002,10/03/2002,99001,Puerto Carreño,5000.00
2002,01/09/2002,99773,Cumaribo,30.00
2003,02/01/2003,5088,Bello,0.00
2003,03/01/2003,5088,Bello,0.00
2003,04/01/2003,5088,Bello,0.00
2003,05/01/2003,5088,Bello,0.00
2003,07/01/2003,5088,Bello,0.00
2003,09/01/2003,5088,Bello,0.00
2003,20/01/2003,5088,Bello,0.00
2003,21/01/2003,5088,Bello,0.00
2003,29/01/2003,5088,Bello,0.00
2003,31/01/2003,5088,Bello,0.00
2003,04/02/2003,5088,Bello,0.00
2003,05/02/2003,5088,Bello,0.00
